127.0.0.1 - - [25/Jul/2024:14:22:02 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:19 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "POST /eDhanvantari/SearchPatient HTTP/1.1" 200 213302
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:27 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:45 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 49711
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:45 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:45 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:49 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:52 +0530] "GET /eDhanvantari/images/patient_2.png HTTP/1.1" 200 4693
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:47:54 +0530] "GET /eDhanvantari/images/visit_view_2.png HTTP/1.1" 200 4734
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:48:21 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 7509093
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:48:21 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:48:21 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:48:21 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:50:56 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:50:57 +0530] "GET /eDhanvantari/RenderEditPatient.action?patientID=2509 HTTP/1.1" 200 83918
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:17 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=2509 HTTP/1.1" 200 79927
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:17 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:17 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:17 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:17 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:40 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=159 HTTP/1.1" 200 80684
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:40 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:40 +0530] "GET /eDhanvantari/images/visit_edit_1.png HTTP/1.1" 200 3252
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:40 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:40 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:40 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:44 +0530] "GET /eDhanvantari/images/visit_edit_2.png HTTP/1.1" 200 3062
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/struts/ajax/dojoRequire.js HTTP/1.1" 200 1168
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/struts/utils.js HTTP/1.1" 200 4730
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/struts/xhtml/styles.css HTTP/1.1" 200 1093
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/struts/dojo/struts_dojo.js HTTP/1.1" 200 545246
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/struts/xhtml/validation.js HTTP/1.1" 200 4605
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/struts/css_xhtml/validation.js HTTP/1.1" 200 5484
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:51 +0530] "GET /eDhanvantari/images/add_icon_1.png HTTP/1.1" 200 1352
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:52 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:53 +0530] "GET /eDhanvantari/images/posterio_segment.png HTTP/1.1" 200 5114
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:53 +0530] "GET /eDhanvantari/images/posterio_segment_1.png HTTP/1.1" 200 5115
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:55 +0530] "GET /eDhanvantari/RenderEditExistingVisit.action?visitID=394&visitTypeID=37 HTTP/1.1" 200 424280
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:51:55 +0530] "GET /eDhanvantari/struts/dojo/src/widget/templates/images/combo_box_arrow.png HTTP/1.1" 200 348
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:52:18 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:53:09 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=159 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:53:09 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 232
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:53:24 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:53:29 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:53:33 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=159&aptID=0 HTTP/1.1" 200 417026
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:54:09 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:54:24 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:54:24 +0530] "GET /eDhanvantari/RenderAddPatient HTTP/1.1" 200 93323
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:14 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 49711
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:14 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:14 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:14 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:14 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:19 +0530] "GET /eDhanvantari/ActivatePatient HTTP/1.1" 200 46614
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:19 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:19 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:19 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:19 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:34 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:55:35 +0530] "GET /eDhanvantari/RenderSendSMS HTTP/1.1" 200 108264
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:44 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:44 +0530] "GET /eDhanvantari/RenderAddPatient HTTP/1.1" 200 93323
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:46 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 49711
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:46 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:47 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:47 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:47 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:57:49 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:19 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 7509093
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:20 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:20 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:20 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:34 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=159 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:34 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 232
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:40 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:41 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:42 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=159&aptID=0 HTTP/1.1" 200 417026
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:42 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [25/Jul/2024:14:58:54 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:03:16 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:03:19 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=159&aptID=0 HTTP/1.1" 200 417026
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:03:22 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:04:06 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:04:09 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=3064&aptID=0 HTTP/1.1" 200 416927
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:04:18 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:05:57 +0530] "GET /eDhanvantari/vendors/bootstrap/dist/css/bootstrap.min.css.map HTTP/1.1" 200 54416
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:28:15 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:28:42 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 7509093
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:28:42 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:28:43 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:28:43 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:18 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:18 +0530] "GET /eDhanvantari/RenderEditPatient.action?patientID=2509 HTTP/1.1" 200 83918
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:34 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=2509 HTTP/1.1" 200 79927
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:34 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:34 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:34 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:34 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:49 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=2509 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:29:49 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 232
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:30:17 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:30:20 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:30:20 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=2509&aptID=0 HTTP/1.1" 200 290262
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:30:33 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:30:43 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:30:43 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 200 55178
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:31:59 +0530] "GET /eDhanvantari/RetrieveTabName?workflowOPDForm=PecOPD HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:02 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:02 +0530] "POST /eDhanvantari/AddVisitType HTTP/1.1" 200 55320
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:15 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 49780
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:15 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:16 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:16 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:16 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:18 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:47 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 7509162
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:47 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:48 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:32:48 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:00 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=2509 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:00 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 281
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:05 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:09 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:12 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=2509&aptID=0 HTTP/1.1" 200 520071
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:12 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=0&careType=OPD HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:19 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:29 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:32 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=2509&aptID=0 HTTP/1.1" 200 520071
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:32 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=0&careType=OPD HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:39 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:55 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:57 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=2509&aptID=0 HTTP/1.1" 200 520071
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:57 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=0&careType=OPD HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:36:57 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:37:08 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:37:10 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=2509&aptID=0 HTTP/1.1" 200 520071
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:37:10 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=0&careType=OPD HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:37:17 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:08 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=159 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:08 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 281
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:17 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:18 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:20 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=159&aptID=0 HTTP/1.1" 200 520563
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:20 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=394&careType=OPD HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:23 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=gaurig@123 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:34 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:38:34 +0530] "GET /eDhanvantari/RenderAddVisitType HTTP/1.1" 200 55178
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:17 +0530] "GET /eDhanvantari/RetrieveTabName?workflowOPDForm=KulkarniEyeOPD HTTP/1.1" 200 194
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:19 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:19 +0530] "POST /eDhanvantari/AddVisitType HTTP/1.1" 200 55320
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:24 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 49851
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:24 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:24 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:24 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:24 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:25 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:51 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 7509233
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:52 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:52 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [25/Jul/2024:15:53:52 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
