127.0.0.1 - - [11/Sep/2024:10:15:26 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:58 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:58 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:58 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:22:58 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:01 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:01 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:02 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 287880
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:02 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:02 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:02 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:04 +0530] "GET /eDhanvantari/VerifyIPDVisitType?patientID=8229 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:04 +0530] "GET /eDhanvantari/RetrieveNonIPDVisitType HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:08 +0530] "POST /eDhanvantari/ChangeVisitTypeID HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:11 +0530] "GET /eDhanvantari/js/ongoingtimers/timers.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:11 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:11 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:14 +0530] "GET /eDhanvantari/RenderAddNewVisit.action?patientID=8229&aptID=0 HTTP/1.1" 200 533384
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:14 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=10356&careType=OPD HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:37 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=Nitin3085 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:48 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:48 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:49 +0530] "POST /eDhanvantari/AddNewOPDVisit HTTP/1.1" 200 551081
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:50 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=10419&careType=OPD HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:23:50 +0530] "GET /eDhanvantari/PDFDownload?pdfOutPath=AARADHYAGUPTA8229_10419Visit.pdf HTTP/1.1" 200 2174
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:03 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=Nitin3085 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:07 +0530] "GET /eDhanvantari/RenderOnGoingTimers HTTP/1.1" 200 34304
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:07 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:07 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:19 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:19 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:20 +0530] "GET /eDhanvantari/RenderEditExistingVisit.action?visitID=10419 HTTP/1.1" 200 555202
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:24:20 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=10419&careType=OPD HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:25:25 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=Nitin3085 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:25:39 +0530] "POST /eDhanvantari/UpdatePrintOPDVisit HTTP/1.1" 200 10731
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:25:52 +0530] "POST /eDhanvantari/UpdatePrintOPDVisit HTTP/1.1" 200 8842
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:29:18 +0530] "POST /eDhanvantari/UpdatePrintOPDVisit HTTP/1.1" 200 9394
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:29:46 +0530] "POST /eDhanvantari/UpdatePrintOPDVisit HTTP/1.1" 200 9648
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:29 +0530] "GET /eDhanvantari/Welcome HTTP/1.1" 200 220244
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:29 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:29 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:30 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:30 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:30 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:30 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:30 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:32 +0530] "GET /eDhanvantari/GetVisitDetails?patientID=8288&aptID=2407&visitTypeID=79&practiceID=29&clinicID=41 HTTP/1.1" 200 10771
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:40 +0530] "GET /eDhanvantari/VerifyVisitExistsForAppointment?patientID=8288&aptID=2407 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:41 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:41 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:43 +0530] "GET /eDhanvantari/RenderEditExistingVisit?visitID=10323&visitTypeID=79 HTTP/1.1" 200 555217
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:43 +0530] "GET /eDhanvantari/RetrieveVisitLastEditHistoryDetails?visitID=10323&careType=OPD HTTP/1.1" 200 107
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:48 +0530] "GET /eDhanvantari/VerifyUnlockPIN?lockPIN=Nitin3085 HTTP/1.1" 200 36
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:48 +0530] "GET /eDhanvantari/Welcome HTTP/1.1" 200 220244
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:48 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:48 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:49 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:49 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:49 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:30:49 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:31:00 +0530] "GET /eDhanvantari/UpdateCommentByID?apptID1=2407&updatedComment1=Harshal%20Umasare HTTP/1.1" 200 15
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/Welcome?monthCount=1 HTTP/1.1" 200 220249
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:36 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/Welcome?monthCount=2 HTTP/1.1" 200 217271
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:40 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/Welcome?monthCount=3 HTTP/1.1" 200 217271
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:43 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/Welcome?monthCount=2 HTTP/1.1" 200 217271
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:46 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:47 +0530] "GET /eDhanvantari/Welcome?monthCount=1 HTTP/1.1" 200 220249
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:47 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:47 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:48 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:48 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:48 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:48 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/Welcome?monthCount=0 HTTP/1.1" 200 220252
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:50 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/Welcome?monthCount=-1 HTTP/1.1" 200 253103
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:53 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/Welcome?monthCount=-2 HTTP/1.1" 200 231030
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:37:57 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:00 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:00 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:00 +0530] "GET /eDhanvantari/Welcome?monthCount=-3 HTTP/1.1" 200 349484
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:01 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:01 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:01 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:01 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/Welcome?monthCount=-4 HTTP/1.1" 200 241736
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:06 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:08 +0530] "GET /eDhanvantari/Welcome?monthCount=-5 HTTP/1.1" 200 217272
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:08 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:08 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:09 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:09 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:09 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:09 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/Welcome?monthCount=-4 HTTP/1.1" 200 241736
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:12 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:15 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:15 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:15 +0530] "GET /eDhanvantari/Welcome?monthCount=-3 HTTP/1.1" 200 349484
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:16 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:16 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:16 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:16 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/Welcome?monthCount=-2 HTTP/1.1" 200 231030
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:23 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:25 +0530] "GET /eDhanvantari/Welcome?monthCount=-1 HTTP/1.1" 200 253103
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:25 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:25 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:26 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:26 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:26 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:26 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/Welcome?monthCount=0 HTTP/1.1" 200 220252
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/images/Clinic_Logo_41.png HTTP/1.1" 200 181332
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:30 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:36 +0530] "GET /eDhanvantari/VerifyVisitExistsForAppointment?patientID=8288&aptID=2407 HTTP/1.1" 200 41
0:0:0:0:0:0:0:1 - - [11/Sep/2024:11:38:37 +0530] "GET /eDhanvantari/images/Nitinkolte.jpg HTTP/1.1" 200 43589
