127.0.0.1 - - [13/Sep/2024:09:58:36 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:01:19 +0530] "GET /eDhanvantari/RetrieveTemplate?TemplateID=2 HTTP/1.1" 200 918
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:07:45 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=0 HTTP/1.1" 500 7582
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:09:30 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=0 HTTP/1.1" 500 7582
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:22 +0530] "GET /eDhanvantari/ HTTP/1.1" 200 7473
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:31 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:31 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 486016
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:32 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:32 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:32 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:32 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:32 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:39 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42961
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:39 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:39 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:39 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:39 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:41 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:44 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=3732 HTTP/1.1" 200 74806
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:44 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:44 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:44 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:44 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:51 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 213206
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:11:57 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:04 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42961
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:04 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:04 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:04 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:04 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:06 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:12 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 1525599
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:12 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:12 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:12 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:18 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=8390 HTTP/1.1" 200 83250
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:18 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:18 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:18 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:18 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:24 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:12:26 +0530] "GET /eDhanvantari/RenderEditExistingVisit.action?visitID=11120&visitTypeID=86 HTTP/1.1" 200 510236
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:13:46 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=0 HTTP/1.1" 200 5517
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:15:18 +0530] "GET /eDhanvantari/RetrieveTemplate?TemplateID=2 HTTP/1.1" 200 918
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:15:32 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:15:33 +0530] "POST /eDhanvantari/EditBDPVisit HTTP/1.1" 200 512160
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:16:25 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=0 HTTP/1.1" 200 6888
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:07 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:08 +0530] "POST /eDhanvantari/EditBDPVisit HTTP/1.1" 200 512694
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:14 +0530] "GET /eDhanvantari/Logout HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:18 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 212977
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:18 +0530] "GET /eDhanvantari/images/Clinic_Logo_27.jpg HTTP/1.1" 200 8079
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:18 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:18 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:18 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:18 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:19 +0530] "POST /eDhanvantari/ApptCalendarJSONServlet HTTP/1.1" 200 2
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:22 +0530] "GET /eDhanvantari/RetrieveClinicListForPractice?practiceID=20 HTTP/1.1" 200 54
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:26 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:26 +0530] "POST /eDhanvantari/ChangeClinic HTTP/1.1" 200 350744
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:26 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:26 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:26 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:26 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:55 +0530] "GET /eDhanvantari/viewTemplate.jsp HTTP/1.1" 200 42320
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:55 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:55 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:55 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:55 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:59 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:59 +0530] "GET /eDhanvantari/ViewAllTemplates HTTP/1.1" 200 48725
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:59 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:59 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:17:59 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:41 +0530] "GET /eDhanvantari/Logout HTTP/1.1" 200 7578
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:48 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:48 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 486016
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:48 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:48 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:48 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:48 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:53 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42961
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:53 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:53 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:53 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:53 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:18:55 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:01 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 1525599
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:01 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:01 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:01 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:04 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=8390 HTTP/1.1" 200 83250
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:04 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:04 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:04 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:04 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:10 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:19:11 +0530] "GET /eDhanvantari/RenderEditExistingVisit.action?visitID=11120&visitTypeID=86 HTTP/1.1" 200 512585
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:20:12 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=0 HTTP/1.1" 200 6887
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:24:32 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:24:33 +0530] "POST /eDhanvantari/EditBDPVisit HTTP/1.1" 200 512714
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:25:34 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 200 9459
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:37:14 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:37:15 +0530] "POST /eDhanvantari/EditBDPVisit HTTP/1.1" 200 557725
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:37:31 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 500 7997
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:40 +0530] "GET /eDhanvantari/ HTTP/1.1" 200 7473
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:47 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:47 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 486016
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:48 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:48 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:48 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:48 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:48 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:55 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42961
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:55 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:55 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:55 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:55 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:38:58 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:03 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 1525599
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:03 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:03 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:03 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:06 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=8390 HTTP/1.1" 200 83250
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:06 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:06 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:06 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:06 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:11 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:13 +0530] "GET /eDhanvantari/RenderEditExistingVisit.action?visitID=11120&visitTypeID=86 HTTP/1.1" 200 557615
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:39:22 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 500 7997
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:48:50 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 500 7997
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:54:15 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 500 7997
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:57:34 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 500 7997
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:08 +0530] "GET /eDhanvantari/ HTTP/1.1" 200 7473
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 486016
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:14 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:34 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42961
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:34 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:34 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:34 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:34 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:35 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:42 +0530] "POST /eDhanvantari/SearchViewPatient HTTP/1.1" 200 1525599
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:42 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:42 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:42 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:45 +0530] "GET /eDhanvantari/RenderViewVisit.action?patientID=8390 HTTP/1.1" 200 83250
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:45 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:45 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:45 +0530] "GET /eDhanvantari/vendors/pdfmake/build/vfs_fonts.js HTTP/1.1" 404 814
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:52 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:54 +0530] "GET /eDhanvantari/RenderEditExistingVisit.action?visitID=11120&visitTypeID=86 HTTP/1.1" 200 557615
0:0:0:0:0:0:0:1 - - [13/Sep/2024:11:59:59 +0530] "GET /eDhanvantari/DownloadBDPLabTestReport?visitID=11120&mdDoctorID=3 HTTP/1.1" 200 13724
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:18 +0530] "GET /eDhanvantari HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:18 +0530] "GET /eDhanvantari/ HTTP/1.1" 200 7473
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:24 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:24 +0530] "POST /eDhanvantari/Login HTTP/1.1" 200 486016
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:25 +0530] "GET /eDhanvantari/build/css/images/ui-bg_flat_75_ffffff_40x100.png HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:25 +0530] "GET /eDhanvantari/GetClinicStartEndTime HTTP/1.1" 200 42
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:25 +0530] "GET /eDhanvantari/GetClinicBreak1Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:25 +0530] "GET /eDhanvantari/GetClinicBreak2Time HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:25 +0530] "GET /eDhanvantari/GetDaysOtherThanClinicWorkingDays HTTP/1.1" 200 32
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:31 +0530] "GET /eDhanvantari/ViewPatient HTTP/1.1" 200 42961
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:31 +0530] "GET /eDhanvantari/images/Clinic_Logo_30.jpeg HTTP/1.1" 200 60119
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:31 +0530] "GET /eDhanvantari/vendors/jszip/dist/jszip.min.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [13/Sep/2024:12:09:31 +0530] "GET /eDhanvantari/vendors/pdfmake/build/pdfmake.min.js HTTP/1.1" 404 816
